doy,dow,month,highpricemwh,lowpricemwh,price,change,vol,numt,numc,date,mean_price,dm_price,highsd,avgsd,lowsd,fogsd,rainsd,raintsd,rainfsd,highla,avgla,lowla,fogla,rainla,raintla,rainfla,cloudsd,cloudla,multtemp,addtemp,predprice,cloud,datename,totalest,accommodationandfoodservices,administrativeandsupportandwaste,agricultureforestryfishingandhun,artsentertainmentandrecreation,construction,educationalservices,financeandinsurance,healthcareandsocialassistance,industriesnotclassified,information,managementofcompaniesandenterpri,manufacturing,mining,otherservicesexceptpublicadminis,professionalscientificandtechnic,realestateandrentalandleasing,retailtrade,transportationandwarehousing,utilities,wholesaletrade,totalemp,accommodationandfoodservicesempl,v25,v26,artsentertainmentandrecreationem,constructionemployees,educationalservicesemployees,financeandinsuranceemployees,healthcareandsocialassistanceemp,industriesnotclassifiedemployees,informationemployees,v34,manufacturingemployees,miningemployees,v37,v38,realestateandrentalandleasingemp,retailtradeemployees,transportationandwarehousingempl,utilitiesemployees,wholesaletradeemployees,totalpay,accommodationandfoodservicespayr,v46,v47,artsentertainmentandrecreationpa,constructionpayroll,educationalservicespayroll,financeandinsurancepayroll,healthcareandsocialassistancepay,industriesnotclassifiedpayroll,informationpayroll,v55,manufacturingpayroll,miningpayroll,v58,v59,realestateandrentalandleasingpay,retailtradepayroll,transportationandwarehousingpayr,utilitiespayroll,wholesaletradepayroll,totalpayint,totalempint,totalestint,ngprice,_merge
332,3,11,78.25,71.5,75.75,16.05,,165,32,17132,52.423752,23.326248,,,,,,,,,,,,,,,,,,,,,11/27/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26892602.24175824,1019700.538461538,66867.30769230769,7.5799999,matched (3)
333,4,11,84,76.5,78.07,2.32,,175,35,17133,52.778751,25.291248,,,,,,,,,,,,,,,,,,,,,11/28/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26893743.59615384,1019725.134615385,66868.57692307692,7.6100001,matched (3)
334,5,11,82.5,78.5,79.559998,1.49,,173,37,17134,55.648888,23.91111,,,,,,,,,,,,,,,,,,,,,11/29/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26894884.95054945,1019749.730769231,66869.84615384616,7.7399998,matched (3)
335,6,12,80.25,77,79.629997,.07,,198,36,17135,55.586365,24.043633,,,,,,,,,,,,,,,,,,,,,11/30/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26896026.30494505,1019774.326923077,66871.11538461539,8.3199997,matched (3)
338,2,12,80,76.75,79.120003,-.51,,185,33,17136,52.029999,27.090004,,,,,,,,,,,,,,,,,,,,,12/1/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26897167.65934066,1019798.923076923,66872.38461538462,8.4200001,matched (3)
339,3,12,75.75,72,73.339996,-5.78,,212,33,17139,56.688,16.651997,,,,,,,,,,,,,,,,,,,,,12/4/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26900591.72252747,1019872.711538462,66876.19230769231,7.8400002,matched (3)
340,4,12,69.75,67,68.129997,-5.21,,169,30,17140,55.542,12.587997,,,,,,,,,,,,,,,,,,,,,12/5/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26901733.07692308,1019897.307692308,66877.46153846153,7.3200002,matched (3)
341,5,12,68.5,66.5,67.860001,-.27,,236,33,17141,54.105453,13.754547,,,,,,,,,,,,,,,,,,,,,12/6/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26902874.43131868,1019921.903846154,66878.73076923077,7.3200002,matched (3)
342,6,12,68,64.75,66.330002,-1.53,,223,33,17142,54.324547,12.005455,,,,,,,,,,,,,,,,,,,,,12/7/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26904015.78571428,1019946.5,66880,7.6100001,matched (3)
345,2,12,68.800003,67.550003,68,1.67,,224,32,17143,52.654545,15.345455,,,,,,,,,,,,,,,,,,,,,12/8/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26905157.14010989,1019971.096153846,66881.26923076923,7.4499998,matched (3)
346,3,12,66,59,64.550003,-3.45,,142,32,17146,59.125,5.4250031,,,,,,,,,,,,,,,,,,,,,12/11/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26908581.2032967,1020044.884615385,66885.07692307692,6.8099999,matched (3)
347,4,12,66,59,64.43,-.12,,187,32,17147,56.343002,8.086998,,,,,,,,,,,,,,,,,,,,,12/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26909722.5576923,1020069.480769231,66886.34615384616,6.9299998,matched (3)
348,5,12,68.5,64.900002,66.949997,2.52,,184,35,17148,57.200909,9.7490883,,,,,,,,,,,,,,,,,,,,,12/13/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26910863.91208791,1020094.076923077,66887.61538461539,7.21,matched (3)
349,6,12,65.5,62.75,63.959999,-2.99,,123,33,17149,54.130001,9.829998,,,,,,,,,,,,,,,,,,,,,12/14/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26912005.26648352,1020118.673076923,66888.88461538462,7.2600002,matched (3)
352,2,12,72,64,66.169998,2.21,,137,30,17150,51.033333,15.136665,,,,,,,,,,,,,,,,,,,,,12/15/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26913146.62087912,1020143.269230769,66890.15384615384,6.8200002,matched (3)
353,3,12,70.5,67.75,68.879997,2.71,,114,31,17153,55.903999,12.975998,,,,,,,,,,,,,,,,,,,,,12/18/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26916570.68406593,1020217.057692308,66893.96153846153,6.6199999,matched (3)
354,4,12,69.25,65.75,66.510002,-2.37,,150,33,17154,48.996002,17.514,,,,,,,,,,,,,,,,,,,,,12/19/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26917712.03846154,1020241.653846154,66895.23076923077,6.27,matched (3)
356,6,12,63,51.25,59.98,-6.53,,131,27,17155,55.616249,4.3637505,,,,,,,,,,,,,,,,,,,,,12/20/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26918853.39285714,1020266.25,66896.5,6.4299998,matched (3)
,,,,,,,,,,17156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0900002,using only (2)
360,3,12,57.5,54,56.080002,-3.9,,90,30,17157,46.794003,9.2859993,,,,,,,,,,,,,,,,,,,,,12/22/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26921136.10164835,1020315.442307692,66899.03846153847,5.8800001,matched (3)
361,4,12,66.5,56,57.689999,1.61,,87,27,17161,51.90889,5.7811089,,,,,,,,,,,,,,,,,,,,,12/26/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26925701.51923077,1020413.826923077,66904.11538461539,5.7199998,matched (3)
363,6,12,54.25,52,53.169998,-4.52,,104,29,17162,44.036251,9.1337471,,,,,,,,,,,,,,,,,,,,,12/27/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26926842.87362637,1020438.423076923,66905.38461538462,5.54,matched (3)
,,,,,,,,,,17163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6300001,using only (2)
2,3,1,60,55,56.700001,3.53,,114,30,17164,44.609093,12.090908,,,,,,,,,,,,,,,,,,,,,12/29/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26929125.58241758,1020487.615384615,66907.92307692308,5.5,matched (3)
3,4,1,55.75,48.5,53.91,-2.79,,152,29,17168,48.370716,5.5392838,,,,,,,,,,,,,,,,,,,,,1/2/07,66913,42858,25315,687,14783,42552,6562,32496,57760,851,14353,2869,29090,514,41976,68796,31101,66913,13323,710,42611,1020586,815473,636877,11727,191916,537409,192515,419653,919558,737,313581,160410,905601,13366,350876,691603,205190,1020586,299575,2513,537017,26933691,13692694,18601124,293284,9544617,24770830,5993663,32783351,40583006,20570,21639448,14005183,42403146,884060,9340556,46792666,9225900,26933691,12361366,189228,30234618,26933691,1020586,66913,5.4000001,matched (3)
4,5,1,56.5,52,54.490002,.58,,163,32,17169,44.335999,10.154003,,,,,,,,,,,,,,,,,,,,,1/3/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26929436.96143252,1020502.399449036,66908.58677685952,5.4699998,matched (3)
5,6,1,54.75,49.5,50.889999,-3.6,,187,33,17170,46.763847,4.126152,,,,,,,,,,,,,,,,,,,,,1/4/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26925182.92286502,1020418.798898072,66904.17355371903,5.5999999,matched (3)
8,2,1,56.75,53.75,54.490002,3.6,,185,34,17171,47.439999,7.0500031,,,,,,,,,,,,,,,,,,,,,1/5/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26920928.88429752,1020335.198347107,66899.76033057853,5.52,matched (3)
9,3,1,58,56.25,56.900002,2.41,,180,32,17174,46.000835,10.899166,,,,,,,,,,,,,,,,,,,,,1/8/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26908166.76859504,1020084.396694215,66886.52066115705,6.02,matched (3)
10,4,1,61.25,58,59.880001,2.98,,185,31,17175,49.209,10.671001,,,,,,,,,,,,,,,,,,,,,1/9/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26903912.73002756,1020000.796143251,66882.10743801655,6.1500001,matched (3)
12,6,1,63,59.25,60.580002,.7,,187,30,17176,45.82111,14.758892,,,,,,,,,,,,,,,,,,,,,1/10/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26899658.69146006,1019917.195592286,66877.69421487606,6.4200001,matched (3)
15,2,1,65,59.849998,61.470001,.89,,230,33,17177,48.744446,12.725555,,,,,,,,,,,,,,,,,,,,,1/11/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26895404.65289256,1019833.595041322,66873.28099173555,6.0900002,matched (3)
16,3,1,63,59,60.740002,-.73,,252,33,17178,47.684998,13.055004,,,,,,,,,,,,,,,,,,,,,1/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26891150.61432508,1019749.994490358,66868.86776859505,5.9699998,matched (3)
17,4,1,75.5,67,72.239998,11.5,,170,31,17182,49.151249,23.088749,,,,,,,,,,,,,,,,,,,,,1/16/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26874134.4600551,1019415.592286501,66851.21487603307,6.8200002,matched (3)
18,5,1,68,64.75,66.309998,-5.93,,241,32,17183,51.056,15.253998,,,,,,,,,,,,,,,,,,,,,1/17/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26869880.42148761,1019331.991735537,66846.80165289258,6.5700002,matched (3)
19,6,1,59.5,56.5,58.09,-8.220000000000001,,226,33,17184,46.013638,12.076363,,,,,,,,,,,,,,,,,,,,,1/18/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26865626.38292012,1019248.391184573,66842.38842975209,6.29,matched (3)
22,2,1,62.75,60.25,61.330002,3.24,,216,32,17185,50.584446,10.745556,,,,,,,,,,,,,,,,,,,,,1/19/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26861372.34435262,1019164.790633609,66837.97520661159,6.4000001,matched (3)
23,3,1,70,66.25,68.540001,7.21,,241,35,17188,46.448334,22.091667,,,,,,,,,,,,,,,,,,,,,1/22/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848610.22865014,1018913.988980716,66824.73553719011,7.1999998,matched (3)
24,4,1,70,67.199997,68.93,.39,,220,31,17189,50.609001,18.320999,,,,,,,,,,,,,,,,,,,,,1/23/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26844356.19008265,1018830.388429752,66820.3223140496,7.5300002,matched (3)
25,5,1,68.25,66.849998,67.470001,-1.46,,208,33,17190,48.611,18.859001,,,,,,,,,,,,,,,,,,,,,1/24/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26840102.15151516,1018746.787878788,66815.9090909091,7.5799999,matched (3)
26,6,1,62.25,59,60.34,-7.13,,189,30,17191,47.308887,13.031113,,,,,,,,,,,,,,,,,,,,,1/25/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26835848.11294766,1018663.187327824,66811.49586776861,7.1799998,matched (3)
29,2,1,62,59.25,60.880001,.54,,169,32,17192,48.721001,12.159,,,,,,,,,,,,,,,,,,,,,1/26/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26831594.07438017,1018579.586776859,66807.08264462811,6.9499998,matched (3)
30,3,1,69.75,64,64.949997,4.07,,229,28,17195,47.461819,17.488178,,,,,,,,,,,,,,,,,,,,,1/29/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26818831.95867769,1018328.785123967,66793.84297520663,7.3499999,matched (3)
31,4,1,70.5,65.5,66.860001,1.91,,182,26,17196,50.37125,16.48875,,,,,,,,,,,,,,,,,,,,,1/30/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26814577.9201102,1018245.184573003,66789.42975206613,7.3200002,matched (3)
32,5,2,72,68,70.589996,3.73,,189,34,17197,49.233334,21.356663,,,,,,,,,,,,,,,,,,,,,1/31/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26810323.8815427,1018161.584022038,66785.01652892564,7.7600002,matched (3)
33,6,2,68.25,61,67.290001,-3.3,,244,32,17198,46.470001,20.82,,,,,,,,,,,,,,,,,,,,,2/1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26806069.84297521,1018077.983471074,66780.60330578515,7.9299998,matched (3)
36,2,2,71.5,67.75,69.080002,1.79,,272,32,17199,48.870003,20.209999,,,,,,,,,,,,,,,,,,,,,2/2/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26801815.80440772,1017994.38292011,66776.19008264465,8.1700001,matched (3)
37,3,2,71.050003,64,70.300003,1.22,,249,27,17202,47.770908,22.529095,,,,,,,,,,,,,,,,,,,,,2/5/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26789053.68870524,1017743.581267218,66762.95041322315,9.1400003,matched (3)
38,4,2,66.25,62.5,65.449997,-4.85,,200,31,17203,50.194,15.255997,,,,,,,,,,,,,,,,,,,,,2/6/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26784799.65013775,1017659.980716253,66758.53719008266,8.29,matched (3)
39,5,2,65.25,63.25,64.220001,-1.23,,225,33,17204,45.486362,18.733639,,,,,,,,,,,,,,,,,,,,,2/7/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26780545.61157025,1017576.380165289,66754.12396694216,7.9000001,matched (3)
40,6,2,63,61.25,61.91,-2.31,,189,31,17205,44.48111,17.42889,,,,,,,,,,,,,,,,,,,,,2/8/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26776291.57300276,1017492.779614325,66749.71074380167,8.0600004,matched (3)
43,2,2,69,65.75,66.779999,4.87,,171,26,17206,49.938889,16.84111,,,,,,,,,,,,,,,,,,,,,2/9/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26772037.53443527,1017409.179063361,66745.29752066117,8.1599998,matched (3)
44,3,2,63.5,58.099998,62.709999,-4.07,,203,34,17209,46.695999,16.014,,,,,,,,,,,,,,,,,,,,,2/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26759275.41873279,1017158.377410468,66732.05785123969,7.7800002,matched (3)
45,4,2,62.450001,57.75,61.610001,-1.1,,219,35,17210,43.290001,18.32,,,,,,,,,,,,,,,,,,,,,2/13/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26755021.38016529,1017074.776859504,66727.64462809919,8.0900002,matched (3)
47,6,2,61.25,58.650002,59.529999,-2.08,,272,36,17211,42.754547,16.775452,,,,,,,,,,,,,,,,,,,,,2/14/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26750767.3415978,1016991.17630854,66723.2314049587,8.8999996,matched (3)
50,2,2,64.5,61.75,62.630001,3.1,,216,32,17212,47.401112,15.228889,,,,,,,,,,,,,,,,,,,,,2/15/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26746513.30303031,1016907.575757576,66718.81818181821,8.9099998,matched (3)
51,3,2,67.5,63.5,64.779999,2.15,,184,33,17213,47.095455,17.684544,,,,,,,,,,,,,,,,,,,,,2/16/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26742259.26446281,1016823.975206611,66714.4049586777,8.4499998,matched (3)
52,4,2,67.449997,64.25,65.57,.79,,202,31,17217,52.776665,12.793335,,,,,,,,,,,,,,,,,,,,,2/20/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26725243.11019284,1016489.573002755,66696.75206611572,7.3400002,matched (3)
53,5,2,68.5,65.5,67.339996,1.77,,215,30,17218,45.894001,21.445995,,,,,,,,,,,,,,,,,,,,,2/21/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26720989.07162535,1016405.97245179,66692.33884297522,7.5100002,matched (3)
54,6,2,63,61.25,62.43,-4.91,,141,30,17219,42.575001,19.855,,,,,,,,,,,,,,,,,,,,,2/22/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26716735.03305785,1016322.371900826,66687.92561983473,7.4699998,matched (3)
57,2,2,66.25,64.5,65.519997,3.09,,173,30,17220,52.298183,13.221813,,,,,,,,,,,,,,,,,,,,,2/23/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26712480.99449036,1016238.771349862,66683.51239669423,7.5300002,matched (3)
58,3,2,66.75,58,65.32,-.2,,200,33,17223,49.48111,15.83889,,,,,,,,,,,,,,,,,,,,,2/26/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26699718.87878789,1015987.969696969,66670.27272727275,7.73,matched (3)
59,4,2,63.75,62,63.040001,-2.28,,272,32,17224,44.37125,18.668751,,,,,,,,,,,,,,,,,,,,,2/27/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26695464.84022039,1015904.369146005,66665.85950413226,7.4400001,matched (3)
60,5,3,63.5,61.400002,62.400002,-.64,,218,34,17225,47.906666,14.493336,,,,,,,,,,,,,,,,,,,,,2/28/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26691210.80165289,1015820.768595041,66661.44628099175,7.23,matched (3)
61,6,3,58.5,56.25,57.580002,-4.82,,259,33,17226,42.910908,14.669094,,,,,,,,,,,,,,,,,,,,,3/1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26686956.76308541,1015737.168044077,66657.03305785125,7.0700002,matched (3)
64,2,3,59,57,58.209999,.63,,274,36,17227,48.263638,9.9463615,,,,,,,,,,,,,,,,,,,,,3/2/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26682702.72451791,1015653.567493113,66652.61983471076,7.2199998,matched (3)
65,3,3,58.5,55,57.540001,-.67,,315,34,17230,48.468182,9.0718193,,,,,,,,,,,,,,,,,,,,,3/5/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26669940.60881543,1015402.76584022,66639.38016528927,7.3600001,matched (3)
66,4,3,59,56,57.48,-.06,,352,32,17231,52.142998,5.3370018,,,,,,,,,,,,,,,,,,,,,3/6/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26665686.57024793,1015319.165289256,66634.96694214878,7.5500002,matched (3)
67,5,3,58.5,55.5,57.720001,.24,,306,34,17232,44.668999,13.051003,,,,,,,,,,,,,,,,,,,,,3/7/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26661432.53168045,1015235.564738292,66630.55371900828,7.5,matched (3)
68,6,3,56.25,52,54.200001,-3.52,,281,32,17233,39.681,14.519001,,,,,,,,,,,,,,,,,,,,,3/8/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26657178.49311295,1015151.964187328,66626.14049586779,7.1399999,matched (3)
71,2,3,58.400002,56.5,57.549999,3.35,,219,32,17234,47.234547,10.315453,,,,,,,,,,,,,,,,,,,,,3/9/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26652924.45454545,1015068.363636364,66621.72727272729,7.0500002,matched (3)
72,3,3,57,52.25,56.139999,-1.41,,275,32,17237,48.074547,8.0654526,,,,,,,,,,,,,,,,,,,,,3/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26640162.33884297,1014817.561983471,66608.48760330581,6.8099999,matched (3)
73,4,3,53.25,50,52.779999,-3.36,,327,33,17238,50.013,2.7669983,,,,,,,,,,,,,,,,,,,,,3/13/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26635908.30027549,1014733.961432507,66604.0743801653,6.7800002,matched (3)
74,5,3,53,49.5,51.540001,-1.24,,234,29,17239,44.745998,6.7940025,,,,,,,,,,,,,,,,,,,,,3/14/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26631654.26170799,1014650.360881543,66599.66115702481,6.8600001,matched (3)
75,6,3,51.5,50,50.369999,-1.17,,249,31,17240,40.070999,10.299,,,,,,,,,,,,,,,,,,,,,3/15/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26627400.22314049,1014566.760330578,66595.24793388431,7.02,matched (3)
78,2,3,52.75,48,49.220001,-1.15,,184,34,17241,45.779091,3.4409103,,,,,,,,,,,,,,,,,,,,,3/16/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26623146.18457301,1014483.159779614,66590.83471074382,6.8400002,matched (3)
79,3,3,53.75,46.5,47.540001,-1.68,,207,32,17244,45.873634,1.6663666,,,,,,,,,,,,,,,,,,,,,3/19/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26610384.06887053,1014232.358126722,66577.59504132233,6.6999998,matched (3)
80,4,3,56.5,49,51.09,3.55,,193,29,17245,45.057777,6.0322227,,,,,,,,,,,,,,,,,,,,,3/20/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26606130.03030303,1014148.757575758,66573.18181818184,6.8099999,matched (3)
81,5,3,56.5,53,54.25,3.16,,118,33,17246,45.041,9.2089996,,,,,,,,,,,,,,,,,,,,,3/21/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26601875.99173555,1014065.157024793,66568.76859504134,6.8200002,matched (3)
82,6,3,55.25,51,54.259998,.01,,100,32,17247,39.993999,14.265999,,,,,,,,,,,,,,,,,,,,,3/22/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26597621.95316805,1013981.556473829,66564.35537190085,7.0700002,matched (3)
